author,commit_count,active_days,total_days,activity_ratio
Beatriz Milz,1,1,1,1.0
Beatriz Miotto,1,1,1,1.0
Beatriz Real,1,1,1,1.0
Beatriz Rochelle,1,1,1,1.0
BeatrizMiotto,1,1,1,1.0
Beautyzita,1,1,1,1.0
Beauxrel,1,1,1,1.0
Becca Steinbrecher,1,1,1,1.0
BeccaPirie,2,1,1,1.0
Bechma,1,1,1,1.0
Becka McNally,1,1,1,1.0
Becky Smith,4,1,1,1.0
Becky.WL,2,1,1,1.0
Becky75,2,1,1,1.0
Becos,1,1,1,1.0
Bedford,1,1,1,1.0
Bedin Andriy,3,1,1,1.0
Bedirhan,2,1,1,1.0
Bedis-Mansar,1,1,1,1.0
BedrockToTheTop,2,1,1,1.0
Bedson Gultom,3,1,1,1.0
Bee,2,1,1,1.0
BeeBombshell,6,1,1,1.0
BeeEater0,1,1,1,1.0
BeeHive CyberSecurity,2,1,1,1.0
Beee,1,1,1,1.0
Beej,2,1,1,1.0
BeenJee,2,1,1,1.0
Beesigaa,2,1,1,1.0
Beetron-1 Beetletop,6,1,1,1.0
BeeveeB,3,1,1,1.0
Befend,1,1,1,1.0
Begali Aslonov,2,1,1,1.0
Begi,5,1,1,1.0
Beh,1,1,1,1.0
Behdad,4,1,1,1.0
Behdad Esfahbod,10,1,1,1.0
Behemoth,30,1,1,1.0
Behnam Tavagh Mohammadi,3,1,1,1.0
Behnejad,1,1,1,1.0
Behnoosh Moshtagh,1,1,1,1.0
Behr Matthias,8,1,1,1.0
Behrad R,4,1,1,1.0
Behrouz,1,1,1,1.0
Behzad Bayat,2,1,1,1.0
Beier Luo,4,1,1,1.0
Beijing Uncle,1,1,1,1.0
Being,1,1,1,1.0
Beispiel,1,1,1,1.0
Beixa,6,1,1,1.0
BekhterNikolay,2,1,1,1.0
Bekhzod,2,1,1,1.0
Bekhzod Aliakbarov,1,1,1,1.0
Bekhzod Bakhtiyarovich,1,1,1,1.0
BekirK-C,1,1,1,1.0
Bekoshka,4,1,1,1.0
Bekzodbek,1,1,1,1.0
BelABia,1,1,1,1.0
BelBranco,5,1,1,1.0
Bela,1,1,1,1.0
Bela Tollkien,4,1,1,1.0
Belay Birhanu Gibina,1,1,1,1.0
Belen,2,1,1,1.0
Belen Garcia Martinez,6,1,1,1.0
BelenGigante,1,1,1,1.0
Belev-va,3,1,1,1.0
Belevskij Sergeij,7,1,1,1.0
Belfagor2005,1,1,1,1.0
Belgin,2,1,1,1.0
Belikhun Bot,37,1,1,1.0
BelimiiYA,2,1,1,1.0
Bell Eapen,1,1,1,1.0
BellSohn,12,1,1,1.0
Bella,3,1,1,1.0
BellaMrx,3,1,1,1.0
Bellavely,1,1,1,1.0
Bellavene,1,1,1,1.0
Belle,5,1,1,1.0
Belle Aerni,23,1,1,1.0
Bellial,2,1,1,1.0
Bellie1110,1,1,1,1.0
Bells307,2,1,1,1.0
Belmir Patkovic,1,1,1,1.0
Belmondo27,3,1,1,1.0
BeloIV,4,1,1,1.0
Belousov,1,1,1,1.0
Belphin,1,1,1,1.0
Beltaief-Maroua,1,1,1,1.0
Belén Pruvost,1,1,1,1.0
Ben,51,1,1,1.0
Ben (Xeon/Arch),1,1,1,1.0
Ben Abdallah Houda,9,1,1,1.0
Ben Adams,1,1,1,1.0
Ben Andrews,2,1,1,1.0
Ben Arthur,1,1,1,1.0
Ben Avison,4,1,1,1.0
Ben B,7,1,1,1.0
Ben Banister,1,1,1,1.0
Ben Barham,1,1,1,1.0
Ben Bartling,1,1,1,1.0
Ben Baryo,3,1,1,1.0
Ben Bellman,1,1,1,1.0
Ben Ben Baruch,1,1,1,1.0
Ben Blair,1,1,1,1.0
Ben Blue,7,1,1,1.0
Ben Bowers,1,1,1,1.0
Ben Brown,21,1,1,1.0
Ben Carlson,1,1,1,1.0
Ben Cessa,1,1,1,1.0
Ben Chi,2,1,1,1.0
Ben Chilly,1,1,1,1.0
Ben Colegate,2,1,1,1.0
Ben Cooper,1,1,1,1.0
Ben Cotton,1,1,1,1.0
Ben Crowell,2,1,1,1.0
Ben Darwin,4,1,1,1.0
Ben De Jonge,4,1,1,1.0
Ben Dillon,3,1,1,1.0
Ben Dornis,4,1,1,1.0
Ben Durham,3,1,1,1.0
Ben Elsworth,4,1,1,1.0
Ben Farmer,4,1,1,1.0
Ben Field,2,1,1,1.0
Ben Firshman,6,1,1,1.0
Ben Fleming,14,1,1,1.0
Ben Fry,3,1,1,1.0
Ben Gottlieb,1,1,1,1.0
Ben Guidarelli,20,1,1,1.0
Ben Haller,2,1,1,1.0
Ben Hardesty,5,1,1,1.0
Ben Hardill,5,1,1,1.0
Ben Harkin,1,1,1,1.0
Ben Harkins,1,1,1,1.0
Ben Harris,17,1,1,1.0
Ben Harvie,20,1,1,1.0
Ben Higgins,1,1,1,1.0
Ben Hollis,5,1,1,1.0
Ben Holmes,5,1,1,1.0
Ben Hutchings,24,1,1,1.0
Ben Jackson,1,1,1,1.0
Ben Jann,4,1,1,1.0
Ben Jervis,1,1,1,1.0
Ben Klein,1,1,1,1.0
Ben Koshy,1,1,1,1.0
Ben Kuper,1,1,1,1.0
Ben Laubach,3,1,1,1.0
Ben Levy,4,1,1,1.0
Ben Liblit,2,1,1,1.0
Ben Limmer,1,1,1,1.0
Ben Littleton,2,1,1,1.0
Ben Lu,2,1,1,1.0
Ben Mares,13,1,1,1.0
Ben Mason,1,1,1,1.0
Ben McCann,10,1,1,1.0
Ben McMorran,4,1,1,1.0
Ben Meadors,1,1,1,1.0
Ben Melamed,2,1,1,1.0
Ben Mezger,5,1,1,1.0
Ben Mitchell,1,1,1,1.0
Ben Nadel,1,1,1,1.0
Ben Nathanson,2,1,1,1.0
Ben Noordhuis,1,1,1,1.0
Ben Orchard,1,1,1,1.0
Ben Paddock,11,1,1,1.0
Ben Parizek,11,1,1,1.0
Ben Parsons,5,1,1,1.0
Ben Peachey,1,1,1,1.0
Ben Peachey Higdon,1,1,1,1.0
Ben Pope,1,1,1,1.0
Ben Prystawski,1,1,1,1.0
Ben Reid,1,1,1,1.0
Ben Rogers,2,1,1,1.0
Ben Ropa,1,1,1,1.0
Ben Rosen,1,1,1,1.0
Ben Ruijl,1,1,1,1.0
Ben Ryding,5,1,1,1.0
Ben Sartor,1,1,1,1.0
Ben Schulz,1,1,1,1.0
Ben Schuman,7,1,1,1.0
Ben Sherman,1,1,1,1.0
Ben Siraphob,1,1,1,1.0
Ben Vincent,4,1,1,1.0
Ben Vining,1,1,1,1.0
Ben W. Brumfield,11,1,1,1.0
Ben Webb,2,1,1,1.0
Ben Weeks,1,1,1,1.0
Ben Welsh,4,1,1,1.0
Ben Wesch,1,1,1,1.0
Ben West,31,1,1,1.0
Ben White,1,1,1,1.0
Ben Whitley,2,1,1,1.0
Ben Whitmore,20,1,1,1.0
Ben Wibking,1,1,1,1.0
Ben Wiederhake,19,1,1,1.0
Ben Wilfong,2,1,1,1.0
Ben Wolfaardt,1,1,1,1.0
Ben Woodcroft,1,1,1,1.0
Ben Woolley,1,1,1,1.0
Ben Wrigley,2,1,1,1.0
Ben Wu,1,1,1,1.0
Ben Yafai,1,1,1,1.0
Ben Yates,1,1,1,1.0
Ben Ye,5,1,1,1.0
Ben Yu,4,1,1,1.0
Ben Zigterman,3,1,1,1.0
Ben van B,4,1,1,1.0
Ben-gif,1,1,1,1.0
Ben-isLearning,4,1,1,1.0
BenAllington95,2,1,1,1.0
BenCodez,3,1,1,1.0
BenGonzalezOrtiz,3,1,1,1.0
BenGutteridge,1,1,1,1.0
BenHasaiag71704,6,1,1,1.0
BenHbrt,1,1,1,1.0
BenJMaurel,3,1,1,1.0
BenKang,1,1,1,1.0
BenMakesGames,1,1,1,1.0
BenPru,3,1,1,1.0
BenSchwartz96,1,1,1,1.0
BenSegal855,33,1,1,1.0
BenSella,3,1,1,1.0
BenSmook,1,1,1,1.0
Benacio,4,1,1,1.0
Benallal,1,1,1,1.0
Bence Béky,2,1,1,1.0
Bence Csik,7,1,1,1.0
Bence Jenei,6,1,1,1.0
Bence Kovács,3,1,1,1.0
Bence Magyar,1,1,1,1.0
Benedek Farkas,1,1,1,1.0
Benedetto Simone,1,1,1,1.0
Benedict,1,1,1,1.0
Benedict Cairns,1,1,1,1.0
Benedict Ozua,1,1,1,1.0
Benedict Paten,1,1,1,1.0
Benedict Renzon Alday,9,1,1,1.0
Benedict Wong,4,1,1,1.0
BenedicteND,1,1,1,1.0
Benedikt,1,1,1,1.0
Benedikt Böhm,2,1,1,1.0
Benedikt Fein,1,1,1,1.0
Benedikt Fichtner,1,1,1,1.0
Benedikt Galbavy,6,1,1,1.0
Benedikt Geib,1,1,1,1.0
Benedikt Koenig,3,1,1,1.0
Benedikt Kulmann,8,1,1,1.0
Benedikt Langenberg,1,1,1,1.0
Benedikt Straub,2,1,1,1.0
Benedikt Trefzer,3,1,1,1.0
Benedikt Wendling,1,1,1,1.0
Benedikt Werner,8,1,1,1.0
Bengeladams,2,1,1,1.0
Beni,1,1,1,1.0
Beni Permadani,2,1,1,1.0
Beniamino Pozzan,1,1,1,1.0
Beniamino Sartini,2,1,1,1.0
Benibr,20,1,1,1.0
Benik1234,1,1,1,1.0
BenilDavid,1,1,1,1.0
Benja,7,1,1,1.0
Benjam007,7,1,1,1.0
Benjamel,1,1,1,1.0
Benjamin,10,1,1,1.0
Benjamin (James) van der Merwe,2,1,1,1.0
Benjamin Ahn,1,1,1,1.0
Benjamin Barnett,2,1,1,1.0
Benjamin Bertrand,3,1,1,1.0
Benjamin Bolte,2,1,1,1.0
Benjamin Bossan,1,1,1,1.0
Benjamin Boyer,1,1,1,1.0
Benjamin Brugghe,1,1,1,1.0
Benjamin COUSIN,3,1,1,1.0
Benjamin Chardi Marco,1,1,1,1.0
Benjamin Chatman,4,1,1,1.0
Benjamin Cheng,1,1,1,1.0
Benjamin Chiverton,2,1,1,1.0
Benjamin Darfler,1,1,1,1.0
Benjamin Dehli,5,1,1,1.0
Benjamin Fichot,1,1,1,1.0
Benjamin Gutzmann,1,1,1,1.0
Benjamin Held,1,1,1,1.0
Benjamin Jackson,1,1,1,1.0
Benjamin Joham,4,1,1,1.0
Benjamin Johnson,1,1,1,1.0
Benjamin Kampmann,7,1,1,1.0
Benjamin Kramer,17,1,1,1.0
Benjamin Legrand,4,1,1,1.0
Benjamin Leskey,1,1,1,1.0
Benjamin Martinez,1,1,1,1.0
Benjamin McCloskey,5,1,1,1.0
Benjamin Meng,1,1,1,1.0
Benjamin Menküc,1,1,1,1.0
Benjamin Meyers,1,1,1,1.0
Benjamin Michaelis,2,1,1,1.0
Benjamin Milhet,1,1,1,1.0
Benjamin Montibeler,1,1,1,1.0
Benjamin Morel,4,1,1,1.0
Benjamin Moser,2,1,1,1.0
Benjamin Muschko,1,1,1,1.0
Benjamin Oh,2,1,1,1.0
Benjamin Pasero,5,1,1,1.0
Benjamin Pinter,2,1,1,1.0
Benjamin Qi,1,1,1,1.0
Benjamin Quiedeville,1,1,1,1.0
Benjamin Ratliff,2,1,1,1.0
Benjamin Raymond,1,1,1,1.0
Benjamin Rueter,1,1,1,1.0
Benjamin Ruiz,4,1,1,1.0
Benjamin S. Kirk,1,1,1,1.0
Benjamin Saunders,2,1,1,1.0
Benjamin Schmid,1,1,1,1.0
Benjamin Schubert,9,1,1,1.0
Benjamin Seber,17,1,1,1.0
Benjamin Shen,3,1,1,1.0
Benjamin Sivic,4,1,1,1.0
Benjamin Smith,5,1,1,1.0
Benjamin Sokolik,3,1,1,1.0
Benjamin Spiegel,1,1,1,1.0
Benjamin Sprenger,2,1,1,1.0
Benjamin Staneck,3,1,1,1.0
Benjamin Starostka Jakobsen,1,1,1,1.0
Benjamin Stormdalshei,7,1,1,1.0
Benjamin Swartley,2,1,1,1.0
Benjamin Sørensen,1,1,1,1.0
Benjamin Takats,3,1,1,1.0
Benjamin Tegge,1,1,1,1.0
Benjamin Totten,1,1,1,1.0
Benjamin Valentin,25,1,1,1.0
Benjamin Wagner,2,1,1,1.0
Benjamin Wall,4,1,1,1.0
Benjamin Wang,1,1,1,1.0
Benjamin2009,5,1,1,1.0
BenjaminBosnjic,1,1,1,1.0
BenjaminBrugghe,1,1,1,1.0
BenjaminG,3,1,1,1.0
Benjamin_C,1,1,1,1.0
Benjamín Koša,1,1,1,1.0
Benjamín Lillo,1,1,1,1.0
Benjax14,2,1,1,1.0
Benji Spetter-Goldstein,8,1,1,1.0
Benji-Montgomery,2,1,1,1.0
Benji8817,1,1,1,1.0
Benji8bit,1,1,1,1.0
Benjizhang,2,1,1,1.0
Benjoe Ogome,1,1,1,1.0
Benjy Weinberger,10,1,1,1.0
Bennett,1,1,1,1.0
Bennett Gunson,8,1,1,1.0
Bennett Perkins,9,1,1,1.0
Bennett Thomson,1,1,1,1.0
Benno,1,1,1,1.0
Benno Kutschank,5,1,1,1.0
Benno Vasconcellos,14,1,1,1.0
Benny,2,1,1,1.0
Benny Austin,9,1,1,1.0
Benny Daon,2,1,1,1.0
Benny Joo,1,1,1,1.0
Benny Malengier,1,1,1,1.0
Benny Schneider,2,1,1,1.0
Benny Zlotnik,3,1,1,1.0
BennyKitchell,1,1,1,1.0
Benods,4,1,1,1.0
Benoit,9,1,1,1.0
Benoit Bovy,2,1,1,1.0
Benoit De Mezzo,5,1,1,1.0
Benoit Giannangeli,1,1,1,1.0
Benoit Hamel,1,1,1,1.0
Benoit Jubin,1,1,1,1.0
Benoit KUGLER,4,1,1,1.0
Benoit Lacelle,1,1,1,1.0
Benoit Letondor,8,1,1,1.0
Benoit Malenfant,2,1,1,1.0
Benoit Triay,9,1,1,1.0
Benoit de Chezelles,1,1,1,1.0
"Benoit, Johannes",1,1,1,1.0
BenoitEirik,2,1,1,1.0
BenoitLardinois,1,1,1,1.0
Benoitone,2,1,1,1.0
Benoît Allard,3,1,1,1.0
Benson,1,1,1,1.0
BensonTerra,2,1,1,1.0
Bent Vector Studios,1,1,1,1.0
Bentouati Mehdi,1,1,1,1.0
Bentsiwa,4,1,1,1.0
Benxin Niu,1,1,1,1.0
Benyamin Jafari,1,1,1,1.0
Benyomin Niasoff,1,1,1,1.0
BeomSu Kang,3,1,1,1.0
BeomSu-Kang,3,1,1,1.0
Beorhtmund,1,1,1,1.0
Bepul-Hossain,1,1,1,1.0
Bera Nişancı,5,1,1,1.0
Berchris Requiao,1,1,1,1.0
Bereket Heramo,1,1,1,1.0
Bereket Tilahun,6,1,1,1.0
Berend Jansen,3,1,1,1.0
Berenice Queiroz,1,1,1,1.0
BereniceQueiroz,4,1,1,1.0
Berezhnev Vladimir,1,1,1,1.0
Bergmark,6,1,1,1.0
Bergschaf,2,1,1,1.0
Bergþór Þrastarson,3,1,1,1.0
BerhanDemiralp,2,1,1,1.0
Berk Babadoğan,1,1,1,1.0
BerkBerberoglu,7,1,1,1.0
BerkVato,2,1,1,1.0
Berkan Diler,1,1,1,1.0
Berkan Nihat YILDIZ,4,1,1,1.0
BerkanYesilyurt,6,1,1,1.0
Berkay,1,1,1,1.0
Berkay Gökçay,2,1,1,1.0
Berkay K,3,1,1,1.0
Berkay Nayman,1,1,1,1.0
Berkay Zaim,2,1,1,1.0
Berkay ÇAĞLAR,5,1,1,1.0
Berkay ÇIRAK,2,1,1,1.0
Berkay Özkarhan,10,1,1,1.0
BerkayUckuyulu,2,1,1,1.0
Berke Biricik,1,1,1,1.0
Berke Filiz,1,1,1,1.0
Berke Kocaoğlu,5,1,1,1.0
Berke Sina Ahlatcı,1,1,1,1.0
BerkieBb,6,1,1,1.0
Berkin Koray,10,1,1,1.0
BerlinerYSL,1,1,1,1.0
BermudiPMM,2,1,1,1.0
Bern,1,1,1,1.0
Bernard Gingold,3,1,1,1.0
Bernard Kazazić,1,1,1,1.0
Bernard Mordan,1,1,1,1.0
Bernard Onigbinde,1,1,1,1.0
Bernard Tison,1,1,1,1.0
Bernardo Araujo Nascimento,1,1,1,1.0
Bernardo Belchior,1,1,1,1.0
Bernardo Mendes,5,1,1,1.0
Bernardo Penteado,4,1,1,1.0
Bernardo Santiago de Souza,1,1,1,1.0
Bernardo Zacaron,3,1,1,1.0
BernardoFOFG,10,1,1,1.0
Bernat Arlandis,4,1,1,1.0
Bernat Rodríguez Caldú,1,1,1,1.0
Bernd Ahlers,5,1,1,1.0
Bernd Eissing,1,1,1,1.0
Bernd Heesen,1,1,1,1.0
Bernd Kuhls,5,1,1,1.0
Bernd Lörwald,7,1,1,1.0
Bernd Meissner,1,1,1,1.0
Bernd Paysan,2,1,1,1.0
Bernd Troßmann,2,1,1,1.0
"Bernhard ""Ted"" Fröhlich",3,1,1,1.0
Bernhard Beschow,4,1,1,1.0
Bernhard Birnbaum,1,1,1,1.0
Bernhard Fröhlich,2,1,1,1.0
Bernhard Kaszt,1,1,1,1.0
Bernhard Lukassen,1,1,1,1.0
Bernhard M. Wiedemann,1,1,1,1.0
Bernhard Mehler,1,1,1,1.0
Bernhard Pfaff,1,1,1,1.0
Bernhard Rosenkränzer,18,1,1,1.0
Bernie,1,1,1,1.0
Bernt Christian Egeland,2,1,1,1.0
Bernát Gábor,1,1,1,1.0
Berry,1,1,1,1.0
Berry Phillips,1,1,1,1.0
Bersk3r,1,1,1,1.0
Bert Muthalaly,1,1,1,1.0
Bert Verstraete,1,1,1,1.0
BertCasale,17,1,1,1.0
Berta Floran,1,1,1,1.0
Berta Rosalía Florán-Vélaz de Medrano E Izquierdo,1,1,1,1.0
Bertan Sogutlu,6,1,1,1.0
Bertelli,1,1,1,1.0
Berthold,2,1,1,1.0
Berthold Fritz,1,1,1,1.0
Bertil Chapuis,1,1,1,1.0
Bertil Muth,3,1,1,1.0
Bertrand,1,1,1,1.0
Bertrand KHE,1,1,1,1.0
Bertrik Sikken,1,1,1,1.0
Beruxik,1,1,1,1.0
Beryl,1,1,1,1.0
Beryl S,3,1,1,1.0
BesedinOleg,1,1,1,1.0
Beshkan,3,1,1,1.0
Beshoy Raafat Kamel,7,1,1,1.0
Besir Gunduz,2,1,1,1.0
Besjan,1,1,1,1.0
BestJudy,1,1,1,1.0
BetPub,16,1,1,1.0
Betarost,1,1,1,1.0
Betelhemmesele,2,1,1,1.0
BethLong06,6,1,1,1.0
Bethan Cropper,1,1,1,1.0
Bethany Ryalls,3,1,1,1.0
Bethelhem,5,1,1,1.0
Bethmiii,1,1,1,1.0
Betmoong,10,1,1,1.0
Betocosta22,1,1,1,1.0
Betsy McPhail,8,1,1,1.0
Bettaieb Malek,1,1,1,1.0
Better Jeong,1,1,1,1.0
Better King,1,1,1,1.0
BetterNCM-Bot,3,1,1,1.0
BetterYifan,2,1,1,1.0
Betty Alagwu,1,1,1,1.0
Bevan Kay,1,1,1,1.0
BevizLaszlo,1,1,1,1.0
Bewketu Tadilo,1,1,1,1.0
Bexin3,7,1,1,1.0
Beyhan Veli,2,1,1,1.0
Beyley Thomas,1,1,1,1.0
Bezděk Miroslav,1,1,1,1.0
Bezon,1,1,1,1.0
Bhagat Singh,5,1,1,1.0
Bhairab,1,1,1,1.0
Bhanu Pratap Singh,1,1,1,1.0
Bhaos,1,1,1,1.0
BharadwajSairam,9,1,1,1.0
Bharat Agarwal,1,1,1,1.0
Bharat Chavhan,1,1,1,1.0
Bharat Dev Burman,1,1,1,1.0
Bharat Kesari,3,1,1,1.0
Bharat Medasani,2,1,1,1.0
Bharat Middha,8,1,1,1.0
Bharat Naik,1,1,1,1.0
Bharat Pahwa,6,1,1,1.0
Bharat Rav,1,1,1,1.0
Bharath M. Palavalli,2,1,1,1.0
Bharath Sudharsan,1,1,1,1.0
BharathNalla45,1,1,1,1.0
Bharaths-githubpage,4,1,1,1.0
Bharathvaj,2,1,1,1.0
Bharathvaj Ganesan,1,1,1,1.0
Bharatpahwa,3,1,1,1.0
Bhargav Kowshik,1,1,1,1.0
Bhargav Varma,6,1,1,1.0
Bhargavi112002,1,1,1,1.0
BhashithaArambepola,2,1,1,1.0
Bhaskar Chowdhury,4,1,1,1.0
Bhaskar Panja,595,1,1,1.0
Bhat Aasim,1,1,1,1.0
Bhavan Kumar,1,1,1,1.0
Bhavana Kumar,3,1,1,1.0
Bhavana-koneru01,2,1,1,1.0
Bhavesh,1,1,1,1.0
Bhavesh Chavan,1,1,1,1.0
Bhavesh Garg,1,1,1,1.0
Bhavesh Lulla,1,1,1,1.0
Bhavesh Upadhyay,1,1,1,1.0
Bhaveshkadam,2,1,1,1.0
Bhavik Maru,1,1,1,1.0
Bhavik Singh,2,1,1,1.0
Bhavika,1,1,1,1.0
Bhavya,2,1,1,1.0
Bhavya Agrawal,1,1,1,1.0
Bhavya Gupta,2,1,1,1.0
Bhavya Khurana,5,1,1,1.0
Bhavya Mittal,5,1,1,1.0
Bhawani-Rabisankar-Sahoo,1,1,1,1.0
BhikkhuSekha,33,1,1,1.0
Bhoami Khona,2,1,1,1.0
Bhoomika,2,1,1,1.0
Bhumika Kalaru,1,1,1,1.0
BhumikaSingh-27,5,1,1,1.0
BhumikaSinghal5,2,1,1,1.0
Bhumit Attarde,3,1,1,1.0
BhumitJoshi,1,1,1,1.0
BhumitRohilla,36,1,1,1.0
Bhupali Sarma,1,1,1,1.0
Bhupendra Rajput,1,1,1,1.0
Bhupendra Singh,3,1,1,1.0
Bhupendra sambare,2,1,1,1.0
Bhupendra1770,2,1,1,1.0
Bhupesh P S,12,1,1,1.0
Bhuribhat,2,1,1,1.0
Bhuvana-71,1,1,1,1.0
Bialek,1,1,1,1.0
Bianca Amorim,1,1,1,1.0
Bianca Constante,2,1,1,1.0
Bianca Hoffer,1,1,1,1.0
Bianca Melaré,2,1,1,1.0
Bianca Pinolini,1,1,1,1.0
BiancaToma,4,1,1,1.0
Bianca_,3,1,1,1.0
Biancamelare,3,1,1,1.0
BiaoZhang,1,1,1,1.0
Biawak Binal,1,1,1,1.0
Bib,7,1,1,1.0
Bibek Kumar Sah,3,1,1,1.0
Bibek Sah,6,1,1,1.0
Bibek-2022,3,1,1,1.0
Bible-Reading,2,1,1,1.0
Bibo-Joshi,1,1,1,1.0
BidhanCR,1,1,1,1.0
Bidipta Das,1,1,1,1.0
Bidyut-Kr-Das,2,1,1,1.0
Biel Rabasa,9,1,1,1.0
Biel Stela,1,1,1,1.0
Bierkraan,27,1,1,1.0
Big Floppa,1,1,1,1.0
Big Trees,2,1,1,1.0
BigBrainTim,1,1,1,1.0
BigDargon,7,1,1,1.0
BigEd,1,1,1,1.0
BigHacker123,1,1,1,1.0
BigMan360,17,1,1,1.0
BigMike690,3,1,1,1.0
BigTunaIsYeiling,1,1,1,1.0
Bigcream,3,1,1,1.0
Bigly Software,3,1,1,1.0
Bigyan Darshan Patel,4,1,1,1.0
Biiak Y,1,1,1,1.0
Bijay Jiwrajka,3,1,1,1.0
BijayaDas,1,1,1,1.0
Bijou Smith,1,1,1,1.0
Bijoy,1,1,1,1.0
Biju Borah,24,1,1,1.0
Bikash,1,1,1,1.0
Bikash Gupta,1,1,1,1.0
BikashHujdar000,1,1,1,1.0
Bikcraft,1,1,1,1.0
Biki,1,1,1,1.0
Bikram Aryal,1,1,1,1.0
Bikram Pal,1,1,1,1.0
Bikram Parajuli,1,1,1,1.0
Bikramjeet Vig,1,1,1,1.0
Bilal,21,1,1,1.0
Bilal Cassim,1,1,1,1.0
Bilal Elmoussaoui,6,1,1,1.0
Bilal Ghareeb,15,1,1,1.0
Bilal Inamdar,4,1,1,1.0
Bilal Kazmi,1,1,1,1.0
Bilal Malik,2,1,1,1.0
Bilal Murtaza,1,1,1,1.0
Bilal Naji,4,1,1,1.0
Bilal Shafi,4,1,1,1.0
Bilal Shaikh,1,1,1,1.0
Bilal-Siddiqe,1,1,1,1.0
BilalArif-Mts41A-Ceme,1,1,1,1.0
Bildcraft1,1,1,1,1.0
BilelGho,1,1,1,1.0
Bilge,2,1,1,1.0
Bilge Ergün,2,1,1,1.0
Bilgehan Kalay,2,1,1,1.0
Bilgekaan Yilmaz,1,1,1,1.0
Bilgisayar Mühendisliği Dersleri,2,1,1,1.0
Bill,3,1,1,1.0
Bill Anastasiadis,18,1,1,1.0
Bill Burdick,1,1,1,1.0
Bill Cox,1,1,1,1.0
Bill Ewing,2,1,1,1.0
Bill Fenner,2,1,1,1.0
Bill Fisher,3,1,1,1.0
Bill Ho,1,1,1,1.0
Bill Little,1,1,1,1.0
Bill Middelbosch,2,1,1,1.0
Bill Nalen,1,1,1,1.0
Bill Selzer,6,1,1,1.0
Bill Swanson,2,1,1,1.0
Bill Talcott,3,1,1,1.0
Bill Thompson,2,1,1,1.0
Bill Vasilopoulos,1,1,1,1.0
Bill Wallace,4,1,1,1.0
Bill Yi,24,1,1,1.0
BillAnastasiadis,20,1,1,1.0
BillBowy,1,1,1,1.0
BillRozy,2,1,1,1.0
BillS,1,1,1,1.0
BillYang,1,1,1,1.0
Billie Sheikh,6,1,1,1.0
Billion Meta Lab,1,1,1,1.0
Billy,5,1,1,1.0
Billy Einkamerer,638,1,1,1.0
Billy Fernandez,1,1,1,1.0
Billy Gibendi,1,1,1,1.0
Billy Jacoby,1,1,1,1.0
Billy Jo Ayakatubby,4,1,1,1.0
Billy K. Poon,9,1,1,1.0
Billy Lynch,10,1,1,1.0
Billy Salinas,2,1,1,1.0
Billy Tse,5,1,1,1.0
Billy Wong,1,1,1,1.0
Billyas,4,1,1,1.0
Biloliddin__dev,3,1,1,1.0
Bimaafka14,1,1,1,1.0
Bimal Kumar,1,1,1,1.0
Bimal Paul,3,1,1,1.0
Bimbonium,3,1,1,1.0
Bin,2,1,1,1.0
Bin Bao,2,1,1,1.0
Bin Jin,2,1,1,1.0
Bin Meng,2,1,1,1.0
Bin Wu,1,1,1,1.0
Bin Xu,2,1,1,1.0
Bin.Li,1,1,1,1.0
BinDruid,2,1,1,1.0
BinX-Suse,2,1,1,1.0
Bina Mircea,21,1,1,1.0
Binair,1,1,1,1.0
Binal Patel,1,1,1,1.0
Binary Assault,1,1,1,1.0
BinaryGamer,1,1,1,1.0
BinaryStore,2,1,1,1.0
Binat Ziser,1,1,1,1.0
Binayak,1,1,1,1.0
Binbin,1,1,1,1.0
Binbin Xu,6,1,1,1.0
Bingsitfx,3,1,1,1.0
Bingtan Lu,1,1,1,1.0
Binish Maharjan,2,1,1,1.0
Binit,1,1,1,1.0
Binit KC,1,1,1,1.0
Binkus,3,1,1,1.0
Binod Acharya,2,1,1,1.0
Binod Regmi,1,1,1,1.0
Bins19,10,1,1,1.0
Binura owin,1,1,1,1.0
BioArchLinuxBot,3,1,1,1.0
BioIndoData,1,1,1,1.0
BioSimulations-Daemon,14,1,1,1.0
Bioconda Bot,25,1,1,1.0
BiocondaBot,1,1,1,1.0
Biography J,2,1,1,1.0
Biological Robot,1,1,1,1.0
Bip-Boop,2,1,1,1.0
Bipin Uprety,24,1,1,1.0
Biplab Paul,1,1,1,1.0
BiplovKC,4,1,1,1.0
Birahe,2,1,1,1.0
BirajX Bot,17,1,1,1.0
Biratus,3,1,1,1.0
Birband,3,1,1,1.0
Birger Schmidt,1,1,1,1.0
Birol İnci Casper,1,1,1,1.0
Birsan Monica,4,1,1,1.0
BirtasAdrian,10,1,1,1.0
Biruk Ephrem,3,1,1,1.0
Biruk Worku,6,1,1,1.0
Bisaloo,4,1,1,1.0
BiscuitBobby,2,1,1,1.0
BiscuitCookies,5,1,1,1.0
Bishal Thapa,1,1,1,1.0
Bishal097,1,1,1,1.0
Bishnu,1,1,1,1.0
Bishop-John,4,1,1,1.0
BishopAva,2,1,1,1.0
Bishoy Khalil helmy,4,1,1,1.0
BisiDavi,1,1,1,1.0
Bisma Rasheed,1,1,1,1.0
Bisolacodesalways,1,1,1,1.0
Bisrat Kebere,2,1,1,1.0
Bisrat-creator,1,1,1,1.0
Bist07,3,1,1,1.0
